company_name,guinumber,tel,companyaddress,responsibleperson,registerstyle,permitstatus,rreplan,permitnumber,permitdate
"上豪生命事業 ",40972775,0919989949,"宜蘭縣宜蘭市力行路72巷17號3樓 ",謝涵如,跨區,營運中,否,新北府民殯字第1063686187號,106年09月05日
聖安生命科技有限公司,52895985,無,臺北市中山區民權東路2段135巷29弄15號1樓,彭翰瑛,跨區,營運中,否,新北府民殯字第1063686832號,106年09月13日
泰灃禮儀有限公司,27437408,03-4278778,"桃園市楊梅區上湖里上湖三路98巷81弄60號2樓  ",曾玉華,跨區,營運中,否,新北府民殯字第1063686132號,106年09月13日
"蓮花企業社 ",01661577,03-3110959,桃園市桃園區汴洲里大有路946巷7號1樓,黃雁玲,跨區,營運中,否,新北府民殯字第1063686902號,106年09月28日
華齡禮儀有限公司,69696476,0913875013,"桃園市桃園區大業路1段414之3號    ",劉美蘭,跨區,營運中,否,新北府民殯字第1063687236號,106年10月05日
"菩恩禮儀有限公司 ",42774907,03-3634899,桃園市新屋區後塘路263巷55弄11號1樓,徐桂望,跨區,營運中,否,新北府民殯字第1063687707號,106年10月16日
安新人本生命事業,72047686,0926105091,高雄市左營區進學里海功路37號,陳建銘,跨區,營運中,否,新北府民殯字第1063687590號,106年10月16日
承和生命禮儀社,14567358,0919488848,高雄市前鎮區瑞南里保泰路71號1樓,曾澤和,跨區,營運中,否,新北府民殯字第1063687798號,106年10月16日
三德禮儀社,19379593,0922829870,新竹市北區中華路3段121巷68號1樓,黃世樺,跨區,營運中,否,新北府民殯字第1063687877號,106年11月20日
"寶光禮儀社 ",47598768,0989117704,苗栗縣頭份鎮民族里東興路194號,李豐光,跨區,營運中,否,新北府民殯字第1063687941號,106年11月29日
達生企業有限公司,69691562,03-4633509,桃園市中壢區興國里新生路133號1樓,"許傳勝 ",跨區,營運中,否,新北府民殯字第1063688904號,106年12月07日
"阜祐事業有限公司 ",55375001,0925968695,臺北市中正區館前路8號7樓,蔡佳宸,跨區,營運中,否,新北府民殯字第1063688519號,106年12月07日
蓮池禮儀社,72723455,03-3310058,桃園市桃園區大興里福山街62巷20號1樓,林義閔,跨區,營運中,否,新北府民殯字第1063688462號,106年12月07日
勝鹿有限公司,55681108,0975031982,臺北市大安區忠孝東路4段222號3樓,沈秝緹,跨區,營運中,否,新北府民殯字第1063689118號,106年12月15日
福德緣滿生命禮儀股份有限公司,55716373,0800669666,臺北市大安區臥龍街188巷42之7號,"邱建誠 ",跨區,營運中,否,新北府民殯字第1063689674號,106年12月26日
"龍邁生命事業有限公司 ",61829229,0939268585,臺中市北屯區進化北路72號1樓,黃俊龍,跨區,營運中,否,新北府民殯字第1063688954號,106年12月26日
沐恩生命禮儀有限公司,59323619,0988147267,高雄市三民區覺民路290之5號17樓,"郭有恒 ",跨區,營運中,否,新北府民殯字第1063688932號,106年12月26日
永諾禮儀有限公司,69677914,"0932094040 ",桃園市桃園區大有路926巷5號,許仁和,跨區,營運中,否,新北府民殯字第1063689175號,106年12月26日
"合善園生命科技有限公司 ",69535021,0966693933,桃園市中壢區蘭州街23號,鍾宜蓁,跨區,營運中,否,新北府民殯字第1063689489號,106年12月26日
順豊有限公司,"24825382 ",無,臺中市北區五順街30號1樓,陳文田,跨區,營運中,否,新北府民殯字第1073680240號,107年01月12日
銘望生命禮儀企業行,72639176,0982575449,基隆市暖暖區碇內街272號2樓,何雨縉,跨區,營運中,否,新北府民殯字第1063690362號,107年01月17日
禮部侍郎有限公司,52724575,0909938686,臺北市信義區基隆路1段155號7樓,黃豪慶,跨區,營運中,否,新北府民殯字第1063690310號,107年01月17日
鑫陞生命有限公司,59326307,0929999125,高雄市前金區成功1路284巷57號,林子齡,跨區,營運中,否,新北府民殯字第1063690118號,107年01月17日
弘恩生命禮儀有限公司,55939058,03-5306999,新竹市北區崧嶺路20號,楊宏翊,跨區,營運中,否,新北府民殯字第1073689840號,107年01月17日
思念生命禮儀企業社,81009092,0913802227,高雄市前金區永恆街18號地下一層,戴紫盈,跨區,營運中,否,新北府民殯字第1063690117號,107年01月17日
寶唐人本禮儀社,79886762,0987725732,高雄市鳥松區大華里昌發街11號1樓,陳妙儀,跨區,營運中,否,新北府民殯字第1063690605號,107年01月17日
詠愛園生命有限公司,55752784,0958853449,臺北市大同區承德路1段35號8樓之1,鐘福元,跨區,營運中,否,新北府民殯字第1073680453號,107年01月18日
心立信生命禮儀有限公司,55752932,0921914717,臺北市中山區錦州街46號9樓之5,陳弘智,跨區,營運中,否,新北府民殯字第1073680160號,107年01月18日
京晏生命禮儀企業社,72640526,0927778767,基隆市信義區深澳坑路6巷125號6樓,董薰鎂,跨區,營運中,否,新北府民殯字第1063690606號,107年01月22日
世強生命禮儀有限公司,55822402,02-25174635,臺北市中山區民權東路2段135巷29弄15號1樓,薛右強,跨區,營運中,否,新北府民殯字第1073680574號,107年01月22日
勝芳生命禮儀事業,12051756,0937553340,南投縣南投市新興里彰南路3段400巷1之5號1樓,徐國峰,跨區,營運中,否,新北府民殯字第1073680687號,107年01月29日
御天人本服務有限公司,28315276,0917299622,桃園市中壢區培英路316號（1樓）,蕭智謙,跨區,營運中,否,新北府民殯字第1073680497號,107年01月29日
展巃人本有限公司,29034850,無,臺北市中山區民權東路2段135巷17號1樓,黃伊蕾,跨區,停業中,否,新北府民殯字第1073680817號,107年02月05日
誠泰生命禮儀股份有限公司,53727972,03-9503304,宜蘭縣五結鄉五結路2段266巷12弄60號,林永泰,跨區,營運中,否,新北府民殯字第1073680889號,107年02月07日
天之眼生命事業有限公司,52856913,0935550051,"臺北市信義區基隆路1段420號12樓之1 ",蘇森相,跨區,營運中,否,新北府民殯字第1073680658號,107年03月05日
鑫緣禮儀社,38864589,無,臺中市北區賴村里中清路一段372號3樓,歐靜芳,跨區,營運中,否,新北府民殯字第1073681769號,107年03月13日
季常禮儀有限公司,54926226,0979617950,桃園市桃園區汴洲里健行路112之3號12樓,林士群,跨區,營運中,否,新北府民殯字第1073682197號,107年03月20日
儀禮科技股份有限公司,12911947,0910628777,桃園市中壢區培英路312號,廖家裕,跨區,營運中,否,新北府民殯字第1073682196號,107年03月20日
冬瓜禮儀有限公司,52555466,0926555558,臺北市中山區民權東路2段135巷30弄5號1樓,郭憲鴻,跨區,營運中,否,新北府民殯字第1073682236號,107年03月26日
欣輝禮儀有限公司,45105227,0912561535,南投縣草屯鎮富寮里富德街11巷22弄9號1樓,黃正務,跨區,營運中,否,新北府民殯字第1073682951號,107年04月12日
德泰禮儀社,14603122,0937291505,南投縣埔里鎮杷城里南安路46號,高清河,跨區,營運中,否,新北府民殯字第1073682791號,107年04月17日
祥嚴生命有限公司,59515200,0915259780,高雄市新興區民生一路56號22樓之5,傳柏嘉,跨區,營運中,否,新北府民殯字第1073683015號,107年04月18日
首特企業有限公司,27741301,0932595923,臺北市中山區松江路65號6樓,鐘順蓉,跨區,營運中,否,新北府民殯字第1073683390號,107年04月27日
天元禮儀社,72822336,0976920692,基隆市信義區深澳坑路232之52號,蕭暐倫,跨區,營運中,否,新北府民殯字第1073683224號,107年05月01日
承瑞生命禮儀社,47956336,0970785800,臺南市官田區渡頭里29之1號,王啓丞,跨區,營運中,否,新北府民殯字第1073682447號,107年05月09日
驛站生命事業有限公司,24615837,03-4597729,桃園市龍潭區聖亭路八德段11巷26號1樓,廖國林,跨區,營運中,否,新北府民殯字第1073682447號,107年05月09日
大展生命禮儀,72389992,0970396955,彰化縣埤頭鄉合興村中央路720號,邱智偉,跨區,營運中,否,新北府民殯字第1073683825號,107年05月11日
意境人文行銷股份有限公司,55867667,0910594428,南投縣名間鄉新厝村新厝路79之3號,邱淑慧,跨區,營運中,否,新北府民殯字第1073683572號,107年05月14日
承峰生命禮儀企業社,72919198,0928557587,臺北市中山區民權東路2段135巷20弄3號1樓,蔡紹峰,跨區,營運中,否,新北府民殯字第1073683553號,107年05月16日
合益人文開發股份有限公司,80308831,0910594458,南投縣名間鄉三崙村內寮巷819號,向愃達,跨區,營運中,否,新北府民殯字第1073683571號,107年05月16日
優禮服務股份有限公司,28583174,0911835967,新竹市北區曲溪里成德路160號,陳慶文,跨區,營運中,否,新北府民殯字第1073683949號,107年05月16日
大義禮儀有限公司,62251809,無,臺中市北區邱厝里大義街6號,許盛傑,跨區,營運中,否,新北府民殯字第1073683885號,107年05月16日
全威有限公司,24846128,04-22332393,臺中市北區五順街30號1樓,陳文田,跨區,營運中,否,新北府民殯字第1073684606號,107年06月04日
松庭企業,72755890,0955453119 ,新竹市北區南寮里東大路三段403巷32號1樓,陳卉芸,跨區,停業中,否,新北府民殯字第1073684913號,107年06月15日
大林行殯儀社,73910961,02-87519777,臺北市大安區辛亥路3段157巷22弄3號1樓,郭秀珍,跨區,營運中,否,新北府民殯字第1073685102號,107年06月28日
雋詠禮儀股份有限公司,50774021,0955265423,臺北市大安區辛亥路3段157巷22弄3號1樓,林冠宏,跨區,營運中,否,新北府民殯字第1073685302號,107年06月28日
金麟生命有限公司,54937899,0933149750,桃園市中壢區忠福里培英路316號,"劉美榮 ",跨區,營運中,否,新北府民殯字第1073685542號,107年07月04日
圓晟生命禮儀有限公司,50800111,0985386938,高雄市鳳山區建國路1段31巷145號1樓,楊婷茹,跨區,營運中,否,新北府民殯字第1073685847號,107年07月17日
笙華生命美學有限公司,50794693,0927068886,臺北市中正區許昌街42之1號10樓,余嘉偉,跨區,營運中,否,新北府民殯字第1073686270號,107年07月27日
錫安京典生命禮儀有限公司,69752292,0910076478,桃園市桃園區莊敬路1段162號2樓,張志偉,跨區,營運中,否,新北府民殯字第1073686166號,107年07月27日
寧陽生命禮儀有限公司,52482133,0925972801,臺北市大安區忠孝東路4段222號3樓,楊慶凱,跨區,營運中,否,新北府民殯字第1073686451號,107年08月01日
大安福泰禮儀服務有限公司,28784405,08-7211555,屏東縣屏東市田中1橫巷197號1樓,張時銘,跨區,營運中,否,新北府民殯字第1073686500號,107年08月03日
"寶勝人本禮儀有限公司  ",27700293,0929866666,高雄市苓雅區中興街121號1樓,葉慧禎,跨區,營運中,否,新北府民殯字第1073686729號,107年08月13日
佑馨禮儀企業社,41317278,0915355253,高雄市岡山區仁壽里民族路179號1樓(岡山區大仁段3077-0018),李春菊,跨區,營運中,否,新北府民殯字第1073686727號,107年08月13日
妙螢禮儀企業社,47667455,0928736990,高雄市苓雅區英明里二聖一路42巷23號1樓,林雪霞,跨區,營運中,否,新北府民殯字第1073686728號,107年08月13日
寶冠生命禮儀企業社,26110925,02-29865438,臺北市萬華區康定路20號10樓之8,許敬泓,跨區,營運中,否,新北府民殯字第1073686923號,107年08月20日
"慈祐生命禮儀有限公司 ",54938383,0927213711,桃園市桃園區大有路933巷10號2樓,林聖皓,跨區,營運中,否,新北府民殯字第1073687108號,107年08月22日
年平禮儀社,72527496,0919278227,臺中市西區文化街154號2樓,林桂年,跨區,營運中,否,新北府民殯字第1073687061號,107年08月22日
和興禮儀有限公司,80409161,0910179607,"桃園市大園區大園里新生北路132號 ",吳宗源,跨區,營運中,否,新北府民殯字第1073687361號,107年08月31日
希望傳承國際開發有限公司,50823085,0938889108,臺中市北區錦中街120號,柳凱倫,跨區,營運中,否,新北府民殯字第1073687199號,107年08月31日
慧融生命工作坊,69858339,0933304276,高雄市三民區建德路236號1樓,周伯奇,跨區,營運中,否,新北府民殯字第1073687429號,107年09月03日
同盟禮儀社,99397926,0939037675,高雄市前鎮區草衙一路190號,翁英順,跨區,營運中,否,新北府民殯字第1073687430號,107年09月06日
和誼生命禮儀企業社,34778492,0934193535,臺北市大同區延平北路1段104號5樓,張宸睿,跨區,營運中,否,新北府民殯字第1073687589號,107年09月06日
仰德禮儀企業社,13559561,03-3662090,"桃園市大溪區一德里康莊路236號1樓  ",吳瑞良,跨區,營運中,否,新北府民殯字第1073687618號,107年09月10日
超越生命禮儀事業,17346180,03-7824787,苗栗縣頭份鎮中興里3鄰中央路172號4樓,邱士弘,跨區,營運中,否,新北府民殯字第1073687428號,107年09月14日
聚德生命禮儀企業社,72978908,02-27070978,臺北市大同區延平北路1段104號5樓,余偉文,跨區,營運中,否,新北府民殯字第1073687712號,107年09月14日
龍寶圓滿生活事業有限公司,53810985,0986563999,桃園市中壢區光輝二街12巷3號1樓,李曜廷,跨區,營運中,否,新北府民殯字第1073687793號,107年09月17日
昇祐生命禮儀社,26004473,無,"高雄市旗山區中洲里中南街78號 ",李登發,跨區,營運中,否,新北府民殯字第1073687432號,107年09月19日
宸豐生命禮儀有限公司,42985419,0987747884,新竹市東區自由路69號9樓之1,藍文駿,跨區,營運中,否,新北府民殯字第1073688175號,107年10月04日
全民生命關懷事業有限公司,86488917,0920111225,桃園市楊梅區永寧里永寧路1巷1號10樓,李福來,跨區,營運中,否,新北府民殯字第1073688221號,107年10月04日
邱媽媽生命美學有限公司,82769155,0920812871,"新竹市東區光復路1段268巷12號3樓之3 ",邱宥蓁,跨區,營運中,否,新北府民殯字第1073688722號,107年10月12日
中恩生命禮儀有限公司,59090040,0921612365,基隆市中正區中正路329之1號,李美珍,跨區,營運中,否,新北府民殯字第1073688593號,107年10月24日
國境首璽人本有限公司,54137209,0921844644,桃園市中壢區青商路129號4樓,梁琪珮,跨區,營運中,否,新北府民殯字第1073689748號,107年11月12日
萬德國際開發有限公司,54947828,03-3110959,桃園市蘆竹區海山路191巷31弄2號,陳俊清,跨區,營運中,否,新北府民殯字第1073690199號,107年11月23日
道薪生命禮儀有限公司,50894861,0927559929,臺北市大安區忠孝東路3段303號2樓之2,王一培,跨區,營運中,否,新北府民殯字第1073690739號,107年12月05日
天送生命禮儀有限公司,82781003,0927468499,桃園市八德區高城6街75號3樓,黃天送,跨區,營運中,否,新北府民殯字第1073690541號,107年12月06日
禾御禮儀社,72822928,0926490302,基隆市暖暖區國安路30巷14號1樓,蔡妃芊,跨區,營運中,否,新北府民殯字第1073690542號,107年12月07日
立達國際人文開發有限公司,42729306,0968831831,臺北市中山區南京東路3段189號10樓,林詠鈞,跨區,營運中,否,新北府民殯字第1073691139號,107年12月19日
鑫松發禮儀社,39989593,03-5201738,新竹市東區南大里西大路67號1樓,王李麗華,跨區,營運中,否,新北府民殯字第1084530053號,108年01月07日
松明禮儀社,10955308,0923117580,彰化縣二林鎮後厝里長青路120巷6弄7號1樓,洪清柱,跨區,營運中,否,新北府民殯字第1084530054號,108年01月07日
鑫大庄禮儀社,82379500,0939524815,苗栗縣苗栗市上苗里站前1號14樓之5,劉又華,跨區,營運中,否,新北府民殯字第1084530056號,108年01月07日
松發禮儀社,47294272,0937151475,新竹市東區明湖路456巷23弄1號,王國柱,跨區,營運中,否,新北府民殯字第1084530055號,108年01月07日
惠佛生命禮儀有限公司,54963381,02-24289368,基隆市安樂區永康里崇德路53號3樓,魏敬虔,跨區,營運中,否,新北府民殯字第1084530071號,108年01月08日
全方位生命禮儀社,45210712,0910191030,南投縣竹山鎮桂林里中山路2巷17號,林昱均,跨區,營運中,否,新北府民殯字第1084530161號,108年01月08日
緣允生命有限公司,82796131,0927625520,臺北市信義區基隆路2段149-49號11樓之9,宋騎川,跨區,營運中,否,新北府民殯字第1084530215號,108年01月10日
欣和平生命禮儀有限公司,16511416,0935185191,新竹市北區中山路479之9號4樓,吳家基,跨區,營運中,否,新北府民殯字第1084530366號,108年01月18日
菩伈生命禮儀社,40610886,無,"臺中市龍井區遊園南路255巷1弄5號1樓 ",高英傑,跨區,營運中,否,新北府民殯字第1084530421號,108年01月18日
秉誠生命事業社,69936742,0975185430,高雄市前金區中山二路579號7樓之3,鄧聖瀚,跨區,營運中,否,新北府民殯字第1084530642號,108年01月22日
辰品人本有限公司,50878638,02-22425904,臺北市大安區忠孝東路4段222號9樓,唐可莉,跨區,營運中,否,新北府民殯字第1084530682號,108年01月23日
安平生命禮儀服務,41451669,03-4582858 ,"桃園市中壢區龍東里龍文街150巷3號1樓  ",耿安平 ,跨區,營運中,否,新北府民殯字第1084530740號,108年01月24日
至臻生命禮儀有限公司,58185700,0915253571,嘉義市西區自強街84巷84號1樓,陳宇秦,跨區,營運中,否,新北府民殯字第1084530658號,108年01月29日
詠梵有限公司,69682108,0917307888,桃園市桃園區國強二街299巷2弄22號1樓,王薇婷,跨區,營運中,否,新北府民殯字第1084530657號,108年01月29日
人本生命禮儀社,72532195,0986769868,臺中市北區北屯路14號5樓之8之5,許世杰,跨區,營運中,否,新北府民殯字第1084531061號,108年02月01日
真丞益禮儀企業社,26929405,0910229036,彰化縣彰化市大埔路3號2樓,王益聰,跨區,營運中,否,新北府民殯字第1084531073號,108年02月12日
薪龍生命禮儀有限公司,82797080,0933902149,臺北市信義區虎林街30巷12弄2號,邱秀琴,跨區,營運中,否,新北府民殯字第1084531125號,108年02月12日
臻璽禮儀有限公司,50909631,0927619616,桃園市八德區建安街72巷11弄40號,謝翔安,跨區,營運中,否,新北府民殯字第1084531237號,108年02月15日
進德禮儀社,25756812,0910372479,嘉義市西區自由路409巷2號,童秀葉,跨區,營運中,否,新北府民殯字第1084531208號,108年02月15日
人生旅途企業社,82251763,0955840309,桃園市桃園區壽星街8巷5弄2之4號,張世洋,跨區,營運中,否,新北府民殯字第1084531249號,108年02月15日
月禾禮儀有限公司,82801508,無,臺北市中山區民權路2段135巷18號,陳煥升,跨區,營運中,否,新北府民殯字第1084531207號,108年02月15日
鴻新工程行,13910615,0955777273,高雄市楠梓區建楠路236號12樓之3,李坤翰,跨區,營運中,否,新北府民殯字第1084531272號,108年02月18日
龍皇山生命禮儀有限公司,82786422,0968965428,臺中市西區三民路一段103號10樓之1,蘇志元,跨區,營運中,否,新北府民殯字第1084531398號,108年02月20日
百善生命禮儀有限公司,54973064,0925146321,基隆市中正區中正路764號3樓之1,林育琳,跨區,營運中,否,新北府民殯字第1084531397號,108年02月20日
東森殯葬禮儀企業社,09812021,0936502888,桃園市中壢區培英路320號,湯寶樹,跨區,營運中,否,新北府民殯字第1084531453號,108年02月21日
立昕生命禮儀社,72389867,0989428237,彰化縣大村鄉中正西路182之32號,邱子芸,跨區,營運中,否,新北府民殯字第1084531501號,108年02月22日
萬洪開發有限公司,50943618,0915790073,高雄市三民區鼎新路199巷1號11樓之12,黃萬吉,跨區,營運中,否,新北府民殯字第1084531537號,108年02月25日
元禮生命禮儀規劃有限公司,59337819,0983933332,高雄市小港區江山街19之11號,鄭雅元,跨區,營運中,否,新北府民殯字第1084531536號,108年02月25日
傳恩有限公司,24976310,0932131593,臺北市信義區虎林街30巷12弄2號,謝長佑,跨區,營運中,否,新北府民殯字第1084531574號,108年02月25日
萬臻生命禮儀企業社,82216041,0937052412,基隆市七堵區工東街20號14樓,江宜臻,跨區,營運中,否,新北府民殯字第1084531742號,108年03月05日
弘恩生命禮儀社,47553381,0935994665,彰化縣彰化市中央路184號十樓之3,卓修平,跨區,營運中,否,新北府民殯字第1084531889號,108年03月07日
金甯生命禮儀有限公司,58401502,0909182397,彰化縣溪湖鎮大同15街7號,林秀蘭,跨區,營運中,否,新北府民殯字第1084532149號,108年03月14日
貫成生命事業有限公司,54095502,02-87718687,臺北市中山區民權東路2段113巷1弄13號1樓,楊詠豪,跨區,營運中,否,新北府民殯字第1084532308號,108年03月20日
全安祥有限公司,47320383,0961345872,新竹市北區成德路213號1樓,"林煥璿 ",跨區,營運中,否,新北府民殯字第1084532267號,108年03月21日
黃震宇風水命理工作坊,82216470,0955323353,基隆市信義區孝東路122之2號11樓,黃許家畇,跨區,營運中,否,新北府民殯字第1084532433號,108年03月25日
展辰生命禮儀有限公司,82807670,0930979855,臺北市中山區民權東路2段135巷20弄3號1樓,勤孟涵,跨區,營運中,否,新北府民殯字第1084532411號,108年03月25日
湧妙興業有限公司,82808404,02-27298889,臺北市大安區忠孝東路4段221號10樓,郭婉婷,跨區,營運中,否,新北府民殯字第1084532410號,108年03月25日
福緣生命禮儀社,40660371,0925069477,臺中市神岡區神岡里神岡路162號1樓,蔣旻宏,跨區,營運中,否,新北府民殯字第1084532597號,108年03月29日
錦聖禮儀社,82432717,0983456192,臺中市太平區新光路55巷12號1樓,王寶珠,跨區,營運中,否,新北府民殯字第1084532593號,108年04月01日
安晉人本股份有限公司,82810366,0976465558,"臺北市中正區館前路8號7樓  ",文國緯,跨區,營運中,否,新北府民殯字第1084532428號,108年04月01日
宗泓生命禮儀,82403810,0912010277,南投縣南投市文化路370巷1號1樓,陳孟惠,跨區,營運中,否,新北府民殯字第1084532736號,108年04月02日
慈恩仁本生命禮儀社,82385117,0980399800,苗栗縣通霄鎮通西里中山路167號3樓,李東澄,跨區,營運中,否,新北府民殯字第1084532735號,108年04月03日
東吉精緻生命禮儀有限公司,82844696,0935480977,臺北市信義區虎林街30巷12弄2號,吳炳鋒,跨區,營運中,否,新北府民殯字第1084533460號,108年04月25日
聖洸有限公司,50915232,0916083886,桃園市桃園區中正路1224巷1之5號,"潘信德 ",跨區,營運中,否,新北府民殯字第1084534184號,108年05月14日
千順禮儀企業社,99433161,0953847211,桃園市平鎮區東安里平東路28號1樓,江德傳,跨區,營運中,否,新北府民殯字第1084534186號,108年05月14日
"綠意人文生命有限公司 ",82836149,0917875393,高雄市三民區大福街154號,"鄭坤豪 ",跨區,營運中,否,新北府民殯字第1084534526號,108年05月24日
惠安企業社,47393580,0952795398,雲林縣虎尾鎮惠來里路墘73號,周珮琪,跨區,營運中,否,新北府民殯字第1084534774號,108年05月30日
御嘉生命禮儀企業社,82217822,0938800850,基隆市中正區中正路318巷47號3樓,周碧樣,跨區,營運中,否,新北府民殯字第1084534840號,108年05月31日
沐恩晶創有限公司,82786372,0927119301,臺中市西屯區文心路3段13之7號,"唐開翔 ",跨區,營運中,否,新北府民殯字第1084534936號,108年06月04日
國寶服務股份有限公司台北分公司,80451879,02-25010208,臺北市中山區民權東路2段162及164號,"邵明斌 ",跨區,營運中,否,新北府民殯字第1084534867號,108年06月06日
宏德禮儀社,78812102,0952517885,"桃園市龜山區明興街244巷33號1樓  ",鄭凱文,跨區,營運中,否,新北府民殯字第1084535011號,108年06月06日
告別狂想藝文智庫網有限公司,"82868866 ",無,高雄市仁武區勇全路216巷6號,何冠妤,跨區,營運中,否,新北府民殯字第1084535079號,108年06月06日
天成企業社,93824991,0927333333,臺南市關廟區花園1街249號1樓,盧文瑞,跨區,營運中,否,新北府民殯字第1084534616號,108年06月06日
閻航生命事業有限公司,53507512,03-4698236,桃園市平鎮區日星街48巷6弄3號1樓,傅新筌,跨區,營運中,否,新北府民殯字第1084535196號,108年06月11日
瑞泰實業有限公司,50920220,03-4510407,桃園市平鎮區上海路3號,"吳文清 ",跨區,營運中,否,新北府民殯字第1084535664號,108年06月25日
泰安生命股份有限公司,82900612,02-89351558,臺北市大安區臥龍街188巷8號,許承澤,跨區,營運中,否,新北府民殯字第1084536115號,108年07月08日
上天鮮花禮品行,"27178774 ",0910080298,臺北市中山區民權東路2段113巷1弄13號1樓,楊開祥,跨區,營運中,否,新北府民殯字第1084536142號,108年07月08日
慈圓生命禮儀有限公司,82885909,02-27298889,臺北市信義區基隆路1段420號12樓之1,曾溶婷,跨區,營運中,否,新北府民殯字第1084536507號,108年07月19日
志成殯葬禮儀社,15595401,0935854542,雲林縣口湖鄉福安路12之19號," 王子朋",跨區,營運中,否,新北府民殯字第1084536638號,108年07月23日
立揚興業有限公司,28475317,0929460317,臺北市中山區民權東路2段113巷1弄13號,"葉啟揚 ",跨區,營運中,否,新北府民殯字第1084536707號,108年07月26日
南華生命禮儀有限公司,82934280,0955080060,高雄市苓雅區三多四路110號3樓之1,陳靜觀,跨區,營運中,否,新北府民殯字第1084536982號,108年08月05日
尚霖生命事業有限公司,53509639,0910103556,"桃園市八德區福僑街44巷38號1樓 ",高海峯,跨區,營運中,否,新北府民殯字第1084537145號,108年08月08日
金寶數位科技禮儀有限公司,29072729,02-24591179,基隆市暖暖區暖暖街349號,"陳鴻賓 ",跨區,營運中,否,新北府民殯字第1084537162號,108年08月08日
海揚葬儀社,08397150,0910261146,桃園市中壢區環中東路770號10樓,陳淑珍,跨區,營運中,否,新北府民殯字第1084537249號,108年08月13日
"睿閎生命禮儀有限公司 ",85122898,02-25162222,基隆市暖暖區東勢街26巷71弄30之1號,"鄭駿騰 ",跨區,營運中,否,新北府民殯字第1084537293號,108年08月13日
八仙禮儀社,73899683,02-28923182,臺北市北投區中央北路2段201號4樓,黃榮三,跨區,營運中,否,新北府民殯字第1084537313號,108年08月15日
恩典生命企業社,82036646,0935167867,桃園市中壢區忠福里培英路310號,廖育敏,跨區,營運中,否,新北府民殯字第1084537365號,108年08月15日
玉山園生命禮儀企業社,26850012,0989133155,苗栗縣後龍鎮灣寶庄99之2號1樓,翁麗娟,跨區,營運中,否,新北府民殯字第1084537285號,108年08月20日
啟珹禮儀有限公司,12834288,03-3363666,桃園市桃園區民安路122巷22號,李俊輝,跨區,營運中,否,新北府民殯字第1084537624號,108年08月23日
金蘭生命禮儀有限公司,82773799,0919369562,桃園市平鎮區大仁街56號,"羅彥如 ",跨區,營運中,否,新北府民殯字第1084537699號,108年08月28日
永珅企業社,81308330,0928-356891,嘉義市西區蘭州一街70號4樓之３,賴橼朝,跨區,營運中,否,新北府民殯字第1084537794號,108年08月29日
永譽生命諮詢有限公司,85127789,0912598317,臺北市中山區民權東路2段135巷29弄15號1樓,廖國榮,跨區,營運中,否,新北府民殯字第1084537892號,108年09月03日
富德工程行,"09498114 ",0910210272,"臺北市文山區木新路3段95巷2之1號 ",曾吳和,跨區,營運中,否,新北府民殯字第1084537893號,108年09月03日
和苑禮儀有限公司,85092521,02-25027111,臺北市中正區延平南路61號8樓之4,陳昊威,跨區,營運中,否,新北府民殯字第1084538237號,108年09月12日
正如禮儀有限公司,"42603989 ",03-3862948,桃園市大園區濱海路2段608號1樓,郭志歆,跨區,營運中,否,新北府民殯字第1084538317號,108年09月17日
冠冕生命禮儀有限公司（跨區）,53535600,0932065302,臺北市中山區民權東路2段113巷1弄13號1樓,吳光元,跨區,營運中,否,新北府民殯字第1084538586號,108年09月24日
崇禮善義企業社,50537581,03-5182679,新竹市香山區南湖路215巷255弄115號,周義順,跨區,營運中,否,新北府民殯字第1084538815號,108年10月02日
恩澤生命禮儀有限公司,53378545,無,基隆市中正區中正路656巷30之1號,許惠玲,跨區,營運中,否,新北府民殯字第1084538879號,108年10月04日
光復禮儀有限公司,85097700,0913608663,基隆市信義區孝東路140之1號10樓,王清琴,跨區,營運中,否,新北府民殯字第1084539300號,108年10月16日
金義堂禮儀企業社,75935489,0931066555,臺北市中山區民權東路2段198號2樓,黃紫緹,跨區,營運中,否,新北府民殯字第1084539240號,108年10月16日
東洲生命禮儀企業社,75925068,0939280065,臺北市大安區臥龍街188巷1號1樓,高正一,跨區,營運中,否,新北府民殯字第1084539241號,108年10月16日
第一生命股份有限公司,24468883,04-23950118,臺中市北屯區水湳里文心路四段81號8樓之2,黃祐仁,跨區,營運中,否,新北府民殯字第084539324號,108年10月17日
弘一生命事業有限公司,28401224,04-22346565,臺中市北區原子街67巷6號1樓,蔡涵芸,跨區,營運中,否,新北府民殯字第1084539161號,108年10月17日
"威寶禮儀有限公司  ",85065257,無,嘉義縣中埔鄉和興村中華路209巷20號,楊宗明,跨區,營運中,否,新北府民殯字第1084539429號,108年10月18日
"順圓生命禮儀社 ",85245929,03-3757779,桃園市桃園區民生里民生路236巷4號2樓,李昌協,跨區,營運中,否,新北府民殯字第1084539463號,108年10月22日
生誼生命禮儀有限公司,85104435,無,臺北市大同區延平北路1段104號5樓,張綺茵,跨區,營運中,否,新北府民殯字第1084539885號,108年10月30日
大慈心生命禮儀,72537749,無,臺中市北區賴村里中清路1段372號4樓,何雅玫,跨區,營運中,否,新北府民殯字第1084540124號,108年11月11日
